kanji,heisig_number,heisig_keyword,heisig_components,kml_primitives,primitive_count,cluster_components,collapse_to
阻,1919,thwart,pinnacle; parthenon; acropolis; shelf; my bookshelves,,0,thwart,
査,1920,investigate,tree; wood; shelf; my bookshelves,木,1,investigate,
助,1921,help,shelf; my bookshelves; power; muscle; arnold,,0,help,
宜,1922,best regards,house; shelf; my bookshelves,,0,best regards,
畳,1923,tatami mat,rice field; brains; crown; shelf; my bookshelves,田,1,tatami mat,
並,1924,row,,,0,row,
普,1925,universal,row; sun;sun,1,,universal,
譜,1926,musical score,say; words; keitai; mouth; universal; row; sun;mouth; sun,2,,musical score,
湿,1927,damp,water; water droplets; water pistol; sun; row,水|日,2,damp,
顕,1928,appear,sun; row; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,日|一|丶|貝|目|legs|split,7,appear,
繊,1929,slender,thread; spiderman; Thanksgiving; harvest festival; ten; needle; fiesta; row,糸|十,2,slender,
霊,1930,spirits,rain; weather; two; row,一,1,spirits,
業,1931,profession,business; upside down in a row; not yet; tree; wood,木,1,profession,
撲,1932,slap,finger; fingers; upside down in a row; husband,,0,slap,
僕,1933,me,person; upside down in a row; husband,人,1,me,
共,1934,together,salad; animal legs; eight,legs|split,2,together,
供,1935,submit,person; strung together; salad; animal legs; eight,人|legs|split,3,submit,
異,1936,uncommon,rice field; brains; strung together; salad; animal legs; eight,田|legs|split,3,uncommon,
翼,1937,wing,feathers; wings; uncommon; rice field; brains; strung together; salad; animal legs; eight,田|legs|split,3,wing,
戴,1938,accept humbly,Thanksgiving; harvest festival; ten; needle; fiesta; uncommon; rice field; brains; strung together; salad; animal legs; eight,十|田|legs|split,4,accept humbly,
洪,1939,deluge,water; water droplets; water pistol; strung together; salad; animal legs; eight,水|legs|split,3,deluge,
港,1940,harbor,deluge; water; water droplets; water pistol; scene; strung together; salad; animal legs; eight; snake; self,水|legs|split,3,harbor,
暴,1941,outburst,sun; strung together; salad; animal legs; eight; grains of rice,日|legs|split,3,outburst,
爆,1942,bomb,fire; outburst; strung together; salad; animal legs; eight; grains of rice,火|legs|split,3,bomb,
恭,1943,respect,strung together; salad; animal legs; eight; valentine,legs|split,2,respect,
選,1944,elect,southeast; snake; self; strung together; salad; animal legs; eight; road,legs|split,2,elect,
殿,1945,Mr.,Mr; flag; strung together; salad; animal legs; eight; cruise missile; missile; wind; crotch,legs|split,2,Mr.,
井,1946,well,,,0,well,
丼,1947,donburi,well; drop,丶,1,donburi,
囲,1948,surround,pent in; well,囗,1,surround,
耕,1949,till,christmas tree; well,,0,till,
亜,1950,Asia,roman two; mouth,口,1,Asia,
悪,1951,bad,Asia; roman two; mouth; heart,口,1,bad,
円,1952,circle,yen,,0,circle,
角,1953,angle,bound up; glass canopy; hood; walking cane; stick; two,一,1,angle,
触,1954,contact,angle; bound up; glass canopy; hood; walking cane; stick; two; insect,一,1,contact,
解,1955,unravel,angle; bound up; glass canopy; hood; walking cane; stick; two; sword; dagger; cow,一,1,unravel,
再,1956,again,king; jewel; ball; belt,ball,1,again,
講,1957,lecture,say; words; keitai; mouth; funnel; cone; celery; again,口,1,lecture,
購,1958,subscription,shell; funnel; cone; celery; again,貝|目|legs|split,4,subscription,
構,1959,posture,tree; wood; funnel; cone; celery; again,木,1,posture,
溝,1960,gutter,water; water droplets; water pistol; funnel; cone; celery; again,水,1,gutter,
論,1961,argument,say; words; keitai; mouth; post-it note; meeting; scrapbook; glass canopy; hood; flowers,口,1,argument,
倫,1962,ethics,person; post-it note; meeting; scrapbook; glass canopy; hood; flowers,人,1,ethics,
輪,1963,wheel,car; post-it note; meeting; scrapbook; glass canopy; hood; flowers,,0,wheel,
偏,1964,partial,person; fishfinger; door; one; ceiling; flag; scrapbook; glass canopy; hood; flowers,人|一,2,partial,
遍,1965,everywhere,fishfinger; door; one; ceiling; flag; scrapbook; glass canopy; hood; flowers; road,一,1,everywhere,
編,1966,compilation,thread; spiderman; fishfinger; door; one; ceiling; flag; scrapbook; glass canopy; hood; flowers,糸|一,2,compilation,
冊,1967,tome,,,0,tome,
柵,1968,palisade,tree; wood; tome,木,1,palisade,
典,1969,code,bend; tool,,0,code,
氏,1970,family name,drop; fishhook,丶,1,family name,
紙,1971,paper,thread; spiderman; family name,糸,1,paper,
婚,1972,marriage,woman; dusk; family name; day,女|日,2,marriage,
低,1973,lower,person; calling card; family name; one; floor,人|一,2,lower,
抵,1974,resist,finger; fingers; calling card; family name; one; floor,一,1,resist,
底,1975,bottom,cave; calling card; family name; one; floor,一,1,bottom,
民,1976,people,mouth; family name,口,1,people,
眠,1977,sleep,eye; people; mouth; family name,目|口,2,sleep,
捕,1978,catch,finger; fingers; dog-tag; arrowhead; screwdriver; utilize; utilise,,0,catch,
哺,1979,suckle,,,0,suckle,
浦,1980,bay,water; water droplets; water pistol; dog-tag; arrowhead; screwdriver; utilize; utilise,水,1,bay,
蒲,1981,bullrush,bulrush; flowers; bay; water; water droplets; water pistol; dog-tag; arrowhead; screwdriver; utilize; utilise,水,1,bullrush,
舗,1982,shop,cottage; little-thatch; umbrella; earthenware jar; lidded crock; soil; dirt; ground; mouth; dog-tag; arrowhead; screwdriver; utilize; utilise,土|口,2,shop,
補,1983,supplement,cloak; dog-tag; arrowhead; screwdriver; utilize; utilise,,0,supplement,
邸,1984,residence,calling card; family name; one; floor; city walls,一,1,residence,
郭,1985,enclosure,receive; tall; top hat; mouth; child; children; city walls,lid|口|子,3,enclosure,
郡,1986,county,old boy; mop; mouth; city walls,口,1,county,
郊,1987,outskirts,mingle; top hat; father; city walls,lid,1,outskirts,
部,1988,section,muzzle; vase; stand up; mouth; city walls,口,1,section,
都,1989,metropolis,someone; puppet; sooty; old man; sun; city walls,日,1,metropolis,
郵,1990,mail,droop; silage; city walls,,0,mail,
邦,1991,home country,bushes; city walls,,0,home country,
那,1992,interrogative,sword; dagger; two; city walls,一,1,interrogative,
郷,1993,hometown,home town; cocoon; silver; city walls,,0,hometown,
響,1994,echo,home town; cocoon; silver; city walls; sound; vase; stand up; sun; tongue wagging,日,1,echo,
郎,1995,son,halo; good; drop; silver; city walls,丶,1,son,
廊,1996,corridor,cave; son; halo; good; drop; silver; city walls,丶,1,corridor,
盾,1997,shield,drag; ten; needle; eye,十|目,2,shield,
循,1998,sequential,Nelson; column; going; line; shield; drag; ten; needle; eye,一|十|目,3,sequential,
派,1999,faction,water; water droplets; water pistol; caveman; drag; person; rag,水|人,2,faction,
脈,2000,vein,moon; caveman; drag; person; rag,月|人,3,vein,
衆,2001,masses,blood; drop; dish; Carol in rags person; rag,丶,1,masses,
逓,2002,parcel post,drag; cornstalk; belt; road,,0,parcel post,
段,2003,grade,staple gun; cruise missile; missile; wind; crotch,,0,grade,
鍛,2004,forge,metal; gold; grade; staple gun; cruise missile; missile; wind; crotch,金,1,forge,
后,2005,empress,drag; one; ceiling; mouth,一|口,2,empress,
幻,2006,phantasm,cocoon; clothes hanger; coat hanger,,0,phantasm,
司,2007,director,clothes hanger; coat hanger; one; mouth,一|口,2,director,
伺,2008,pay respects,person; director; Ken Russel; clothes hanger; coat hanger; one; mouth,人|一|口,3,pay respects,
詞,2009,parts of speech,part of speech; say; words; keitai; mouth; director; Ken Russel; clothes hanger; coat hanger; one; mouth,口|一,2,parts of speech,
飼,2010,domesticate,eat; food; umbrella; good; halo; drop; silver; director; Ken Russel; clothes hanger; coat hanger; one; mouth,丶|一|口,3,domesticate,
嗣,2011,heir,mouth; scrapbook; glass canopy; hood; flowers; director; Ken Russel; clothes hanger; coat hanger; one; mouth,口|一,2,heir,
舟,2012,boat,,,0,boat,
舶,2013,liner,boat; white; dove,,0,liner,
航,2014,navigate,boat; whirlwind; top hat; wind,lid,1,navigate,
舷,2015,gunwale,boat; mysterious; top hat; cocoon,lid,1,gunwale,
般,2016,carrier,boat; cruise missile; missile; wind; crotch,,0,carrier,
盤,2017,tray,carrier; boat; cruise missile; missile; wind; crotch; dish,,0,tray,
搬,2018,conveyor,finger; fingers; carrier; boat; cruise missile; missile; wind; crotch,,0,conveyor,
船,2019,ship,boat; gully; eight; mouth,split|口,2,ship,
艦,2020,warship,boat; oversee; retainer; slave; reclining; lying down; one; floor; dish,一,1,warship,
艇,2021,rowboat,boat; courts; porter; drop; samurai; stretch,丶,1,rowboat,
瓜,2022,melon,claw; vulture; elbow,,0,melon,
弧,2023,arc,bow; melon; claw; vulture; elbow,,0,arc,
孤,2024,orphan,child; melon; claw; vulture; elbow,子,1,orphan,
繭,2025,cocoon,flowers; hood; stick; thread; spiderman; insect,糸,1,cocoon,
益,2026,benefit,animal horns; one; floor; animal legs; eight; dish,一|legs|split,3,benefit,
暇,2027,spare time,sun; hobby; staples; mouth; box; crotch,日|口,2,spare time,
敷,2028,spread,arrowhead; rice field; brains; compass; direction; taskmaster,田,1,spread,
来,2029,come,not yet; animal horns,,0,come,
気,2030,spirit,landed fish; reclining; lying down; one; floor; fishhook; sheaf,一,1,spirit,
汽,2031,vapor,water; water droplets; water pistol; landed fish; reclining; lying down; one; floor; fishhook,水|一,2,vapor,
飛,2032,fly,hook; propeller; measuring box; thousand; needles,乙,1,fly,
沈,2033,sink,water; water droplets; water pistol; garter; crown; human legs,水|legs,2,sink,
枕,2034,pillow,tree; wood; garter; crown; human legs,木|legs,2,pillow,
妻,2035,wife,ten; needle; rake; woman,十|女,2,wife,
凄,2036,nifty,ice; wife; ten; needle; rake; woman,十|女,2,nifty,
衰,2037,decline,pathetic; stick; top hat; scarf; mouth,lid|口,2,decline,
衷,2038,inmost,ten; needle; mouth; scarf,十|口,2,inmost,
面,2039,mask,hundred; one; ceiling; drop; pent in; eye,一|丶|囗|目,4,mask,
麺,2040,noodles,barley; grow up; walking legs; mask; hundred; one; ceiling; drop; pent in; eye,一|丶|囗|目,4,noodles,
革,2041,leather,flowers; car; mouth; ten; needle,口|十,2,leather,
靴,2042,shoes,leather; flowers; car; mouth; ten; needle; change; person; spoon; sitting on the ground,口|十|人,3,shoes,
覇,2043,hegemony,old west; leather; flowers; car; mouth; ten; needle; moon,口|十|月,4,hegemony,
声,2044,voice,samurai; flag; stick,,0,voice,
眉,2045,eyebrow,flag; stick; eye,目,1,eyebrow,
呉,2046,give,mouth; chair; tool; animal legs,口|legs,2,give,
娯,2047,recreation,woman; give; mouth; chair; tool; animal legs,女|口|legs,3,recreation,
誤,2048,mistake,say; words; keitai; mouth; give; mouth; chair; tool; animal legs,口|legs,2,mistake,
蒸,2049,steam,flowers; helping hand; complete; water; one; floor; oven-fire; barbecue,水|一,2,steam,
承,2050,acquiesce,water; complete; three,水|一,2,acquiesce,
函,2051,bin,snare; sparkler; shovel,,0,bin,
極,2052,poles,decay; tree; wood; snare; mouth; crotch; one; floor,木|口|一,3,poles,
牙,2053,tusk,,,0,tusk,
芽,2054,bud,flowers; tusk,,0,bud,
邪,2055,wicked,tusk; city walls,,0,wicked,
雅,2056,gracious,tusk; turkey,,0,gracious,
釈,2057,interpretation,animal tracks; drop; rice; shaku-hachi; flag; stick,丶,1,interpretation,
番,2058,turn,dice; animal tracks; drop; rice; rice field; brains,丶|田,2,turn,
審,2059,hearing,house; dice; animal tracks; drop; rice; rice field; brains,丶|田,2,hearing,
翻,2060,flip,dice; animal tracks; drop; rice; rice field; brains; feathers; wings,丶|田,2,flip,
藩,2061,clan,flowers; water; water droplets; water pistol; dice; animal tracks; drop; rice; rice field; brains,水|丶|田,3,clan,
毛,2062,fur,,,0,fur,
耗,2063,decrease,christmas tree; fur,,0,decrease,
尾,2064,tail,flag; fur,tail,1,tail,
宅,2065,home,house; lock of hair,,0,home,
託,2066,consign,say; words; keitai; mouth; lock of hair,口,1,consign,
為,2067,do,so; strange building; tail feathers,,0,do,
偽,2068,falsehood,person; do; so; strange building; tail feathers,人,1,falsehood,
畏,2069,apprehensive,rice field; brains; hairpin; safety-pin,田,1,apprehensive,
長,2070,long,hair; hairpin; safety-pin,,0,long,
張,2071,lengthen,bow; long,,0,lengthen,
帳,2072,notebook,towel; long,,0,notebook,
脹,2073,dilate,moon; long,月,2,dilate,
髪,2074,hair of the head,hairstyle; hair; shape; friend,,0,hair of the head,
展,2075,unfold,flag; salad; hairpin; safety-pin,,0,unfold,
喪,2076,miss,soil; dirt; ground; mouth; hairpin; safety-pin,土|口,2,miss,
巣,2077,nest,owl; fruit; rice field; brains; tree; wood,田|木,2,nest,
単,2078,simple,owl; rice field; brains; ten; needle,田|十,2,simple,
戦,2079,war,simple; owl; rice field; brains; ten; needle; fiesta,田|十,2,war,
禅,2080,Zen,zen; altar; simple; owl; rice field; brains; ten; needle,田|十,2,Zen,
弾,2081,bullet,bow; simple; owl; rice field; brains; ten; needle,田|十,2,bullet,
桜,2082,cherry tree,tree; wood; owl; woman,木|女,2,cherry tree,
獣,2083,animal,owl; rice field; brains; one; mouth; chihuahua; dog; large; drop,田|一|口|丶,4,animal,
脳,2084,brain,moon; owl; villain; sheaf; shovel,月,2,brain,
悩,2085,trouble,Freud; state of mind; owl; villain; sheaf; shovel,,0,trouble,
厳,2086,stern,owl; cliff; daring; spike; ear; taskmaster,cliff,1,stern,
鎖,2087,chain,metal; gold; small; shellfish; clam; oyster; eye; animal legs; eight,金|小|貝|目|legs|split,6,chain,
挙,2088,raise,owl; tool; hand,,0,raise,
誉,2089,reputation,owl; tool; say; words; keitai; mouth,口,1,reputation,
猟,2090,game hunting,pack of wild dogs; anemometer; owl; wind; cornstalk,,0,game hunting,
鳥,2091,bird,white; dove; one; tail feathers,一,1,bird,
鳴,2092,chirp,mouth; bird,口,1,chirp,
鶴,2093,crane,turkey house; bird,,0,crane,
烏,2094,crow,drop; mouth; one; tail feathers,丶|口|一,3,crow,
蔦,2095,vine,flowers; bird,,0,vine,
鳩,2096,pigeon,nine; baseball; bird,ball,1,pigeon,
鶏,2097,chicken,claw; vulture; husband; bird,,0,chicken,
島,2098,island,bird; mountain,,0,island,
暖,2099,warmth,sun; migrating ducks; claw; vulture; one; friend,日|一,2,warmth,
媛,2100,beautiful woman,woman; migrating ducks; claw; vulture; one; friend,女|一,2,beautiful woman,
援,2101,abet,finger; fingers; migrating ducks; claw; vulture; one; friend,一,1,abet,
緩,2102,slacken,thread; spiderman; migrating ducks; claw; vulture; one; friend,糸|一,2,slacken,
属,2103,belong,flag; gnats; drop; insect; belt,丶,1,belong,
嘱,2104,entrust,mouth; belong; flag; gnats; drop; insect; belt,口|丶,2,entrust,
偶,2105,accidentally,person; talking cricket; brains; insect; belt,人|田,2,accidentally,
遇,2106,interview,talking cricket; brains; insect; belt; road,田,1,interview,
愚,2107,foolish,talking cricket; brains; insect; belt; heart,田,1,foolish,
隅,2108,corner,pinnacle; parthenon; acropolis; talking cricket; brains; insect; belt,田,1,corner,
逆,2109,inverted,mountain goat; horns; mountain; road,horns,1,inverted,
塑,2110,model,first day of the month; mountain goat; horns; mountain; moon; soil; dirt; ground,horns|月|土,4,model,
遡,2111,go upstream,first day of the month; mountain goat; horns; mountain; moon; road,horns|月,3,go upstream,
岡,2112,Mount,mount; glass canopy; hood; mountain goat; horns; mountain,horns,1,Mount,
鋼,2113,steel,metal; gold; mount,金,1,steel,
綱,2114,hawser,thread; spiderman; mount,糸,1,hawser,
剛,2115,sturdy,mount; sword; sabre; saber,,0,sturdy,
缶,2116,tin can,noon; sign of the horse; shovel,,0,tin can,
陶,2117,pottery,pinnacle; parthenon; acropolis; bound up; tin can; noon; sign of the horse; shovel,,0,pottery,
揺,2118,swing,finger; fingers; condor; claw; vulture; king; mountain,,0,swing,
謡,2119,Noh chanting,noh chanting; say; words; keitai; mouth; condor; claw; vulture; king; mountain,口,1,Noh chanting,
鬱,2120,gloom,,,0,gloom,
就,2121,concerning,capital; tall; top hat; mouth; small; little; understandably; chihuahua with one human leg,lid|口|小,3,concerning,
蹴,2122,kick,wooden leg; mouth; stop; footprint; concerning; capital; tall; top hat; mouth; small; little; understandably; chihuahua with one human leg,口|lid|小,3,kick,
懇,2123,sociable,skunk; silver; heart,,0,sociable,
墾,2124,groundbreaking,skunk; silver; soil; dirt; ground,土,1,groundbreaking,
貌,2125,countenance,skunk; badger; white; dove; human legs,legs,1,countenance,
免,2126,excuse,village stocks; rabbit; bound up; human legs,legs,1,excuse,
逸,2127,elude,deviate; village stocks; rabbit; bound up; human legs; road,legs,1,elude,
晩,2128,nightfall,sun; village stocks; rabbit; bound up; human legs,日|legs,2,nightfall,
勉,2129,exertion,village stocks; rabbit; bound up; human legs; power; muscle; arnold,legs,1,exertion,
象,2130,elephant,colour; color; bound up; sow; pig,,0,elephant,
像,2131,statue,person; elephant; colour; color; bound up; sow; pig,人,1,statue,
馬,2132,horse,team of horses,,0,horse,
駒,2133,pony,team of horses; phrase; bound up; mouth,口,1,pony,
験,2134,verification,team of horses; awl; fit; meeting; umbrella; mouth; person,口|人,2,verification,
騎,2135,equestrian,team of horses; strange; large; St. Bernard; street; nail; spike; mouth,口,1,equestrian,
駐,2136,parking,stop-over; team of horses; candlestick; lord; drop; king; jewel; ball,丶|ball,2,parking,
駆,2137,drive,team of horses; ward; box; sheaf,,0,drive,
駅,2138,station,team of horses; shaku-hachi; flag; stick,,0,station,
騒,2139,boisterous,team of horses; crotch; insect,,0,boisterous,
駄,2140,burdensome,team of horses; plump; large; St. Bernard; drop,丶,1,burdensome,
驚,2141,wonder,awe; flowers; phrase; bound up; mouth; taskmaster; team of horses,口,1,wonder,
篤,2142,fervent,bamboo; team of horses,,0,fervent,
罵,2143,insult,eye; cross-eyed; net; team of horses,目,1,insult,
騰,2144,inflation,edam; moon; quarter; team of horses,月,2,inflation,
虎,2145,tiger,magic wand; augury; cliff; hook; diced; seven; human legs,cliff|乙|cut|legs,4,tiger,
虜,2146,captive,tiger; male; rice field; brains; power; muscle; arnold,田,1,captive,
膚,2147,skin,tiger; stomach; rice field; brains; moon,田|月,3,skin,
虚,2148,void,tiger; row,,0,void,
戯,2149,frolic,void; tiger; row; fiesta,,0,frolic,
虞,2150,uneasiness,tiger; give; mouth; chair; tool,口,1,uneasiness,
慮,2151,prudence,tiger; think; rice field; brains; heart,田,1,prudence,
劇,2152,drama,tiger; sow; pig; sword; sabre; saber,,0,drama,
虐,2153,tyrannize,tiger; one; box,一,1,tyrannize,
鹿,2154,deer,cave; antlers; compare; spoon; sitting on the ground,,0,deer,
麓,2155,foot of a mountain,grove; tree; wood; deer; cave; antlers; compare; spoon; sitting on the ground,木,1,foot of a mountain,
薦,2156,recommend,flowers; deer; cave; antlers; slingshot; catapult; tail feathers,,0,recommend,
慶,2157,jubilation,deer; cave; antlers; crown; heart; walking legs,,0,jubilation,
麗,2158,lovely,one; ceiling; mediocre; deer; cave; antlers; compare,一,1,lovely,
熊,2159,bear,ability; elbow; moon; spoon; sitting on the ground; oven-fire; barbecue,月,2,bear,
能,2160,ability,elbow; moon; spoon; sitting on the ground,月,2,ability,
態,2161,attitude,ability; elbow; moon; spoon; sitting on the ground; heart,月,2,attitude,
寅,2162,sign of the tiger,house; caterpillar; one; ceiling; sprout; shoot; animal legs; eight,一|legs|split,3,sign of the tiger,
演,2163,performance,water; water droplets; water pistol; sign of the tiger; house; caterpillar; one; ceiling; sprout; shoot; animal legs; eight,水|一|legs|split,4,performance,
辰,2164,sign of the dragon,cliff; two; hairpin; safety-pin,cliff|一,2,sign of the dragon,
辱,2165,embarrass,sign of the dragon; cliff; two; hairpin; safety-pin; glue,cliff|一,2,embarrass,
震,2166,quake,rain; weather; sign of the dragon; cliff; two; hairpin; safety-pin,cliff|一,2,quake,
振,2167,shake,finger; fingers; sign of the dragon; cliff; two; hairpin; safety-pin,cliff|一,2,shake,
娠,2168,with child,woman; sign of the dragon; cliff; two; hairpin; safety-pin,女|cliff|一,3,with child,
唇,2169,lips,sign of the dragon; cliff; two; hairpin; safety-pin; mouth,cliff|一|口,3,lips,
農,2170,agriculture,bend; sign of the dragon; cliff; two; hairpin; safety-pin,cliff|一,2,agriculture,
濃,2171,concentrated,water; water droplets; water pistol; agriculture; bend; sign of the dragon; cliff; two; hairpin; safety-pin,水|cliff|一,3,concentrated,
送,2172,send off,escort; golden calf; horns; heavens; road,horns,1,send off,
関,2173,connection,gates; golden calf; horns; heavens,horns,1,connection,
咲,2174,blossom,mouth; golden calf; horns; heavens,口|horns,2,blossom,
鬼,2175,ghost,oni; drop; brains; rice field; human legs; elbow,丶|田|legs,3,ghost,
醜,2176,ugly,whiskey bottle; ghost; oni; drop; brains; rice field; human legs; elbow,丶|田|legs,3,ugly,
魂,2177,soul,rising cloud; two; elbow; wall; ghost; oni; drop; brains; rice field; human legs; elbow,一|丶|田|legs,4,soul,
魔,2178,witch,hemp; cliff; grove; tree; wood; ghost; oni; drop; brains; rice field; human legs; elbow,cliff|木|丶|田|legs,5,witch,
魅,2179,fascination,ghost; oni; drop; brains; rice field; human legs; elbow; not yet; one; tree; wood,丶|田|legs|一|木,5,fascination,
塊,2180,clod,soil; dirt; ground; ghost; oni; drop; brains; rice field; human legs; elbow,土|丶|田|legs,4,clod,
襲,2181,attack,old dragon; vase; stand up; moon; slingshot; catapult; snake; self; three; cloth; clothes; clothing; garment; dragon*,月|一,3,attack,
嚇,2182,upbraid,menacing; mouth; incandescent; red,口,1,upbraid,
朕,2183,majestic plural,moon; golden calf; horns; heavens,月|horns,3,majestic plural,
雰,2184,atmosphere,rain; weather; part,,0,atmosphere,
箇,2185,item,bamboo; harden; pent in; old; tombstone; gravestone; church; ten; needle; mouth,囗|十|口,3,item,
錬,2186,tempering,metal; gold; east; tree; wood; sun;metal; tree; sun,3,,tempering,
遵,2187,abide by,revered; Mother Teresa; chieftain; Molotov cocktail; animal horns; whiskey bottle; glue; road,,0,abide by,
罷,2188,quit,eye; cross-eyed; net; ability; elbow; moon; spoon; sitting on the ground,目|月,3,quit,
屯,2189,barracks,earthworm; drop; shovel; fishhook,丶,1,barracks,
且,2190,moreover,shelf; my bookshelves,,0,moreover,
藻,2191,seaweed,flowers; water; water droplets; water pistol; furniture; goods; mouth; tree; wood,水|口|木,3,seaweed,
隷,2192,slave,samurai; altar; show; two; small; sieve; rake; grains of rice,一|小,2,slave,
癒,2193,healing,sickness; hospital; in the nick of time; meeting of butchers; moon; sword; sabre; saber; heart,月,2,healing,
璽,2194,imperial seal,let it be; noren; one; ceiling; eight; towel; stitching; patchwork quilt; jewel; earring,一|split,2,imperial seal,
潟,2195,lagoon,water; water droplets; water pistol; mortar; tail feathers,水,1,lagoon,
丹,2196,cinnabar,rust colored; ship´s funnel,,0,cinnabar,
丑,2197,sign of the cow,dagger; two,一,1,sign of the cow,
羞,2198,humiliate,,,0,humiliate,
卯,2199,sign of the hare,blown eggs,,0,sign of the hare,
巳,2200,sign of the snake,mosaic with bit missing,,0,sign of the snake,
此,2201,this here,,,0,this here,
柴,2202,brushwood,,,0,brushwood,
些,2203,whit,,,0,whit,
砦,2204,fort,,,0,fort,
髭,2205,beard,,,0,beard,
禽,2206,fowl,,,0,fowl,
檎,2207,apple,,,0,apple,
憐,2208,sympathize with,,,0,sympathize with,
燐,2209,phosphorus,,,0,phosphorus,
麟,2210,camelopard,,,0,camelopard,
鱗,2211,scaled,,,0,scaled,
奄,2212,encompassing,,,0,encompassing,
庵,2213,hermitage,,,0,hermitage,
掩,2214,shrouded,,,0,shrouded,
悛,2215,make amends,,,0,make amends,
駿,2216,steed,,,0,steed,
峻,2217,steep,,,0,steep,
竣,2218,complete a job,,,0,complete a job,
犀,2219,rhinoceros,,,0,rhinoceros,
皐,2220,lunar month,,,0,lunar month,
畷,2221,rice-field footpath,,,0,rice-field footpath,
綴,2222,mend,,,0,mend,
鎧,2223,suit of armor,,,0,suit of armor,
凱,2224,triumph,,,0,triumph,
呑,2225,quaff,,,0,quaff,
韮,2226,leek,,,0,leek,
籤,2227,lottery,,,0,lottery,
懺,2228,penitential,,,0,penitential,
芻,2229,hay,,,0,hay,
雛,2230,chick,,,0,chick,
趨,2231,scurry,,,0,scurry,
尤,2232,understandably,,,0,understandably,
厖,2233,immense,,,0,immense,
或,2234,a  (a certain),,,0,a  (a certain),
兎,2235,rabbit,,,0,rabbit,
也,2236,est,,,0,est,
巴,2237,comma-design,,,0,comma-design,
疋,2238,critters,,,0,critters,
菫,2239,violet,,,0,violet,
曼,2240,mandala,,,0,mandala,
云,2241,quote,,,0,quote,
莫,2242,shalt,,,0,shalt,
而,2243,and then,,,0,and then,
倭,2244,Yamato,,,0,Yamato,
侠,2245,chivalry,,,0,chivalry,
倦,2246,fed up,,,0,fed up,
俄,2247,abrupt,,,0,abrupt,
佃,2248,work a field,,,0,work a field,
仔,2249,animal offspring,,,0,animal offspring,
仇,2250,foe,,,0,foe,
伽,2251,look after,,,0,look after,
儲,2252,make a profit,,,0,make a profit,
僑,2253,emigrant,,,0,emigrant,
倶,2254,mate,,,0,mate,
侃,2255,forthright,,,0,forthright,
偲,2256,memorial,,,0,memorial,
侭,2257,as is,,,0,as is,
脩,2258,dried meat,,,0,dried meat,
倅,2259,my son,,,0,my son,
做,2260,make do,,,0,make do,
冴,2261,sharp,,,0,sharp,
凋,2262,wilt,,,0,wilt,
凌,2263,pull through,,,0,pull through,
凛,2264,stately,,,0,stately,
凧,2265,kite,,,0,kite,
凪,2266,lull,,,0,lull,
夙,2267,earlybird,,,0,earlybird,
鳳,2268,phoenix,,,0,phoenix,
剽,2269,menace,,,0,menace,
劉,2270,slaughter,,,0,slaughter,
剃,2271,shave,,,0,shave,
厭,2272,despondent,,,0,despondent,
雁,2273,wild goose,,,0,wild goose,
贋,2274,counterfeit,,,0,counterfeit,
厨,2275,kitchen,,,0,kitchen,
仄,2276,insinuate,,,0,insinuate,
哨,2277,scout,,,0,scout,
咎,2278,reprehend,,,0,reprehend,
囁,2279,whisper,,,0,whisper,
喋,2280,chatter,,,0,chatter,
嘩,2281,quarrel,,,0,quarrel,
噂,2282,gossip,,,0,gossip,
咳,2283,cough,,,0,cough,
喧,2284,clamor,,,0,clamor,
叩,2285,bash,,,0,bash,
嘘,2286,fib,,,0,fib,
啄,2287,peck at,,,0,peck at,
吠,2288,barking,,,0,barking,
吊,2289,dangle,,,0,dangle,
噛,2290,chew,,,0,chew,
叶,2291,within my ability,,,0,within my ability,
吻,2292,sides of the mouth,,,0,sides of the mouth,
吃,2293,stammer,,,0,stammer,
噺,2294,spin a tale,,,0,spin a tale,
噌,2295,miso,,,0,miso,
邑,2296,city walls,,,0,city walls,
呆,2297,dumbfounded,,,0,dumbfounded,
喰,2298,ingest,,,0,ingest,
埴,2299,clay,,,0,clay,
坤,2300,authochthonous,,,0,authochthonous,
壕,2301,dugout,,,0,dugout,
垢,2302,blemish,,,0,blemish,
坦,2303,flat,,,0,flat,
埠,2304,wharf,,,0,wharf,
堰,2305,dam,,,0,dam,
堵,2306,railing,,,0,railing,
嬰,2307,suckling infant,,,0,suckling infant,
姦,2308,violate,,,0,violate,
婢,2309,handmaiden,,,0,handmaiden,
婉,2310,well finished,,,0,well finished,
娼,2311,harlot,,,0,harlot,
妓,2312,courtesan,,,0,courtesan,
娃,2313,fair,,,0,fair,
姪,2314,niece,,,0,niece,
嬬,2315,mistress,,,0,mistress,
姥,2316,aged woman,,,0,aged woman,
姑,2317,mother-in-law,,,0,mother-in-law,
姐,2318,young miss,,,0,young miss,
嬉,2319,overjoyed,,,0,overjoyed,
孕,2320,expecting,,,0,expecting,
孜,2321,assiduous,,,0,assiduous,
宥,2322,soothe,,,0,soothe,
寓,2323,imply,,,0,imply,
宏,2324,extensive,,,0,extensive,
牢,2325,jail,,,0,jail,
宋,2326,Sung dynasty,,,0,Sung dynasty,
宍,2327,venison,,,0,venison,
屠,2328,butchering,,,0,butchering,
屁,2329,fart,,,0,fart,
屑,2330,rubbish,,,0,rubbish,
